subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,days_overdue
S-f8bff8,A-71615e,2024-07-20,,Basic,15,285,3420,False,False,False,False,annual,True,0
S-8f181e,A-5790f4,2024-12-24,,Enterprise,18,3582,42984,False,False,False,False,annual,True,0
S-0ec903,A-039727,2024-12-18,,Basic,25,475,5700,False,False,False,False,annual,True,0
S-b8ee76,A-7f4db3,2023-10-31,,Pro,6,294,3528,False,False,False,False,monthly,True,0
S-46dfac,A-6dee43,2024-10-16,,Pro,17,0,0,True,False,False,False,annual,True,0
S-7ea264,A-10b8f2,2024-04-10,,Enterprise,47,9353,112236,False,False,False,False,annual,True,0
S-209456,A-95b24a,2023-07-18,,Pro,38,1862,22344,False,False,False,False,annual,True,0
S-2ee7ec,A-c16101,2024-10-24,,Basic,12,228,2736,False,False,False,False,monthly,True,0
S-6da42f,A-039727,2024-11-30,,Pro,25,1225,14700,False,True,True,False,monthly,True,0
S-ac6f24,A-fdfc91,2024-05-03,,Pro,29,0,0,True,False,False,False,monthly,True,0
S-70d15d,A-8adedc,2024-02-22,2024-03-09,Enterprise,57,11343,136116,False,False,False,True,monthly,True,0
S-14f672,A-692f18,2024-07-10,,Pro,12,588,7056,False,False,False,False,monthly,True,0
S-3a6a71,A-462d45,2024-04-19,,Basic,61,1159,13908,False,False,False,False,monthly,False,0
S-abddce,A-7d514c,2024-07-01,2024-11-12,Enterprise,43,8557,102684,False,False,False,True,monthly,True,0
S-a2d132,A-66224b,2024-11-28,,Pro,111,0,0,True,False,False,False,annual,True,0
S-9bd0ec,A-fe79a5,2024-12-26,,Enterprise,9,1791,21492,False,False,False,False,annual,True,0
S-f36088,A-8adedc,2024-05-24,,Enterprise,43,0,0,True,False,False,False,annual,True,0
S-a55d16,A-7da956,2024-07-23,,Basic,13,247,2964,False,False,False,False,monthly,False,0
S-07a006,A-40906c,2024-11-18,,Enterprise,92,18308,219696,False,False,False,False,monthly,True,0
S-c7190f,A-56962b,2024-09-08,,Pro,163,7987,95844,False,True,False,False,monthly,True,0
S-d5bf88,A-462d45,2024-02-21,,Enterprise,52,10348,124176,False,False,True,False,annual,True,0
S-62b93c,A-692f18,2024-09-19,,Enterprise,6,0,0,True,False,False,False,annual,True,0
S-8bac4e,A-558c72,2023-12-17,,Pro,12,588,7056,False,False,False,False,monthly,True,0
S-820711,A-71615e,2024-11-05,,Enterprise,60,11940,143280,False,False,False,False,annual,False,0
S-39e396,A-443b7c,2024-11-29,,Basic,8,152,1824,False,False,False,False,annual,True,0
S-1e8910,A-9b9fe9,2024-05-26,,Pro,5,0,0,True,False,False,False,monthly,True,0
S-b465a7,A-66224b,2024-10-20,,Enterprise,92,18308,219696,False,False,False,False,monthly,True,0
S-12ca50,A-425e76,2023-06-21,,Enterprise,8,1592,19104,False,True,False,False,monthly,True,0
S-0bd442,A-ad296b,2024-08-08,,Enterprise,38,7562,90744,False,False,False,False,monthly,True,0
S-e7416c,A-6dee43,2024-05-15,,Pro,16,784,9408,False,False,False,False,annual,True,0
S-5ae105,A-296d7c,2024-04-21,,Basic,19,361,4332,False,False,False,False,monthly,True,0
S-ed9451,A-bd4513,2024-12-17,2024-12-17,Pro,50,2450,29400,False,False,False,True,annual,True,0
S-bfd04c,A-2e3bad,2024-04-03,,Basic,61,1159,13908,False,False,False,False,monthly,False,0
S-fc2742,A-c9bb3e,2024-08-13,,Enterprise,11,2189,26268,False,False,False,False,annual,True,0
S-8e9e9b,A-4e44e8,2024-09-06,,Basic,3,57,684,False,True,False,False,annual,False,0
S-74a274,A-02fac6,2024-10-06,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,0
S-2557d9,A-692f18,2024-12-14,,Enterprise,10,1990,23880,False,True,False,False,monthly,True,0
S-ee3466,A-7d514c,2024-02-13,,Enterprise,17,0,0,True,True,False,False,monthly,True,0
S-4a2fc6,A-10b8f2,2023-08-05,,Basic,47,0,0,True,False,False,False,annual,True,0
S-5cce27,A-d42431,2024-09-01,,Basic,22,418,5016,False,False,False,False,annual,True,0
S-8707e7,A-17939a,2024-12-31,,Basic,14,266,3192,False,False,False,False,annual,True,0
S-5b58b1,A-87aa7b,2024-11-19,,Pro,24,1176,14112,False,False,False,False,annual,True,0
S-c58d66,A-42b791,2024-11-06,,Basic,3,57,684,False,False,False,False,monthly,True,0
S-98126d,A-8145a0,2024-09-09,,Basic,12,228,2736,False,False,False,False,monthly,True,0
S-7e2e5c,A-7df7a7,2024-04-06,,Basic,7,133,1596,False,False,False,False,monthly,False,0
S-b152d6,A-c16101,2024-12-25,,Pro,7,343,4116,False,False,False,False,monthly,True,0
S-276555,A-d792a6,2024-01-26,,Pro,36,1764,21168,False,False,False,False,annual,True,0
S-4994d6,A-5a3eb9,2024-08-26,,Basic,44,836,10032,False,False,True,False,annual,True,0
S-3a897f,A-53f4e3,2024-10-10,,Pro,93,4557,54684,False,False,False,False,annual,True,0
S-998ec2,A-f446b6,2024-04-17,,Basic,5,95,1140,False,False,False,False,annual,True,0
S-89c6dc,A-55f257,2024-06-29,,Pro,24,1176,14112,False,True,False,False,annual,True,0
S-1dfa14,A-d3c88e,2024-11-19,,Enterprise,16,3184,38208,False,False,False,False,annual,False,0
S-673c51,A-b7ef83,2024-09-14,,Enterprise,9,1791,21492,False,False,False,False,monthly,False,0
S-23dcff,A-aa9511,2024-10-05,,Enterprise,54,10746,128952,False,False,False,False,monthly,True,0
S-e32bf8,A-3ce5b8,2024-06-05,,Enterprise,8,1592,19104,False,False,False,False,annual,True,0
S-09251c,A-8adedc,2024-07-17,2024-10-30,Enterprise,16,3184,38208,False,False,False,True,monthly,True,0
S-df3e3d,A-44dc83,2024-11-26,,Enterprise,13,0,0,True,False,False,False,annual,True,0
S-450fa9,A-186a44,2024-12-17,2024-12-25,Basic,20,380,4560,False,False,False,True,monthly,False,0
S-2d04a6,A-fda07f,2024-10-04,,Basic,8,152,1824,False,True,False,False,monthly,True,0
S-1883dc,A-05f0e5,2024-02-28,,Basic,56,1064,12768,False,False,False,False,annual,True,0
S-a8bed8,A-9badbd,2024-08-28,,Basic,17,323,3876,False,False,False,False,annual,True,0
S-049667,A-ac14bb,2024-07-03,,Basic,28,532,6384,False,True,False,False,annual,True,0
S-ac462f,A-313be3,2024-12-03,,Basic,47,0,0,True,False,False,False,monthly,True,0
S-ff582b,A-3b5cd1,2023-12-29,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,0
S-a30f36,A-dcc2f0,2024-10-03,,Pro,15,735,8820,False,False,False,False,annual,True,0
S-b72911,A-7c83a1,2024-07-29,,Basic,12,228,2736,False,False,False,False,monthly,False,0
S-1d5f4e,A-ab438f,2024-12-11,2024-12-15,Pro,13,637,7644,False,False,False,True,monthly,False,0
S-58c146,A-e3bd71,2024-06-21,,Basic,41,779,9348,False,False,False,False,annual,False,0
S-198dbe,A-18793f,2024-12-19,,Pro,148,7252,87024,False,False,False,False,monthly,True,0
S-22e21a,A-ad296b,2024-09-18,,Enterprise,38,7562,90744,False,False,False,False,annual,True,0
S-4522a0,A-0aaf6e,2024-07-16,,Basic,18,0,0,True,False,False,False,annual,False,0
S-628884,A-f3ff05,2024-08-03,,Basic,19,361,4332,False,False,False,False,annual,True,0
S-58a7c0,A-18793f,2024-12-24,,Enterprise,148,0,0,True,False,False,False,monthly,True,0
S-eadebb,A-87aa7b,2024-08-23,,Pro,24,1176,14112,False,False,False,False,annual,True,0
S-6c9763,A-f9cc74,2024-11-29,,Basic,30,570,6840,False,False,False,False,annual,True,0
S-5bb58e,A-5a215a,2024-01-31,,Basic,87,1653,19836,False,False,False,False,annual,False,0
S-cccce3,A-3b5cd1,2023-11-18,,Pro,13,637,7644,False,True,False,False,monthly,True,0
S-574b52,A-039727,2024-11-15,,Enterprise,25,4975,59700,False,False,False,False,monthly,True,0
S-de705a,A-f44180,2024-12-10,,Basic,17,0,0,True,False,False,False,annual,False,0
S-374be8,A-b7ef83,2024-06-12,,Basic,23,437,5244,False,False,False,False,annual,False,0
S-faf395,A-a6d261,2024-07-08,,Basic,9,171,2052,False,False,False,False,annual,True,0
S-ab7022,A-7df7a7,2023-03-03,,Basic,85,0,0,True,False,False,False,monthly,True,0
S-76cdf1,A-aa9511,2024-06-16,,Pro,23,1127,13524,False,False,False,False,monthly,True,0
S-8e5ceb,A-7f4db3,2024-11-07,2024-11-18,Enterprise,9,0,0,True,False,False,True,monthly,True,0
S-43af5a,A-f3ff05,2024-11-26,,Pro,4,196,2352,False,False,False,False,monthly,True,0
S-aa0c6b,A-702032,2024-07-07,2024-10-23,Basic,28,0,0,True,False,False,True,monthly,False,0
S-5818be,A-692f18,2024-06-19,,Pro,5,245,2940,False,False,False,False,annual,True,0
S-127844,A-f446b6,2024-02-11,,Enterprise,7,1393,16716,False,False,False,False,monthly,True,0
S-11dba6,A-9badbd,2024-11-02,,Basic,41,779,9348,False,False,False,False,annual,False,0
S-8fd62c,A-8145a0,2024-03-27,,Enterprise,2,398,4776,False,False,False,False,monthly,True,0
S-2223bf,A-5a215a,2024-10-23,2024-11-26,Pro,87,4263,51156,False,False,False,True,monthly,True,0
S-089fa7,A-9174e0,2024-12-16,,Enterprise,37,7363,88356,False,False,False,False,annual,True,0
S-eccbe0,A-e3bd71,2024-12-07,,Pro,31,1519,18228,False,False,False,False,annual,False,0
S-6895d0,A-5a92e7,2024-06-13,,Pro,29,1421,17052,False,False,False,False,monthly,False,0
S-f93185,A-7df7a7,2024-12-05,,Enterprise,10,1990,23880,False,False,False,False,monthly,False,0
S-3c072b,A-ced9aa,2024-12-01,,Basic,3,57,684,False,False,False,False,monthly,True,0
S-0a8acf,A-55f257,2024-02-16,,Pro,13,637,7644,False,True,False,False,monthly,True,0
S-dbad62,A-58b9ff,2024-10-16,,Basic,12,228,2736,False,False,False,False,annual,False,0
S-92d873,A-e83938,2024-04-25,,Enterprise,13,0,0,True,False,False,False,monthly,True,0
S-37bdb4,A-6dee43,2024-04-05,,Enterprise,80,15920,191040,False,True,False,False,annual,False,0
S-234115,A-bd4513,2024-11-28,,Basic,50,950,11400,False,False,False,False,monthly,False,0
S-862572,A-6e08f3,2024-07-14,,Basic,8,152,1824,False,False,False,False,monthly,True,0
S-59fe1d,A-9badbd,2024-10-21,,Basic,21,0,0,True,False,False,False,monthly,True,0
S-c6c2f6,A-4e0e85,2024-08-22,,Enterprise,104,0,0,True,False,False,False,monthly,True,0
S-feba2a,A-e3bd71,2024-03-09,,Pro,69,0,0,True,False,False,False,monthly,True,0
S-3781d0,A-5a215a,2024-05-10,2024-12-06,Enterprise,87,17313,207756,False,False,False,True,annual,True,0
S-fec1cd,A-186a44,2024-12-04,,Enterprise,20,3980,47760,False,True,False,False,monthly,False,0
S-75cba6,A-5a215a,2024-09-18,,Enterprise,87,17313,207756,False,False,False,False,monthly,True,0
S-444c6a,A-95b24a,2023-10-07,,Basic,38,722,8664,False,False,False,False,annual,False,0
S-704cf3,A-5a215a,2024-11-24,,Basic,87,1653,19836,False,False,False,False,monthly,True,0
S-5e8d9f,A-df10db,2024-05-30,,Enterprise,33,6567,78804,False,False,False,False,annual,True,0
S-5bbfe3,A-1ac5e0,2024-11-29,,Basic,33,627,7524,False,False,False,False,monthly,True,0
S-e4b79e,A-2e3bad,2024-01-06,,Pro,61,2989,35868,False,False,False,False,annual,False,0
S-ce61e0,A-f3ff05,2024-08-02,2024-09-01,Basic,2,38,456,False,True,False,True,monthly,True,0
S-e98bfd,A-8adedc,2024-05-18,,Basic,4,76,912,False,False,False,False,annual,True,0
S-dcf449,A-adc1f3,2024-11-20,,Enterprise,50,9950,119400,False,False,False,False,annual,True,0
S-86673a,A-ced9aa,2024-11-08,,Basic,22,418,5016,False,False,False,False,monthly,True,0
S-58d2c8,A-a6d261,2024-11-19,,Basic,13,247,2964,False,True,False,False,annual,True,0
S-f9ec8f,A-30b4ca,2024-10-03,,Basic,86,1634,19608,False,False,False,False,annual,True,0
S-0e9f1e,A-7c83a1,2024-11-24,,Basic,12,228,2736,False,False,False,False,monthly,True,0
S-cb117a,A-671f31,2024-12-07,,Enterprise,59,11741,140892,False,False,False,False,annual,True,0
S-e5fdf9,A-9208f0,2024-08-09,,Basic,17,0,0,True,False,False,False,annual,True,0
S-bc7cab,A-cc8c8f,2024-12-19,,Basic,48,0,0,True,False,True,False,annual,True,0
S-90a2c8,A-44dc83,2024-06-17,,Basic,24,456,5472,False,False,False,False,annual,True,0
S-08fc73,A-7df7a7,2024-05-07,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0
S-89e27e,A-94f8c9,2024-12-23,,Basic,13,247,2964,False,False,True,False,monthly,True,0
S-415065,A-9174e0,2024-12-24,,Enterprise,37,7363,88356,False,False,False,False,monthly,True,0
S-f95951,A-02fac6,2024-09-10,,Pro,22,1078,12936,False,False,False,False,monthly,True,0
S-c43200,A-94c3cd,2024-12-15,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0
S-9e15d0,A-02fac6,2024-01-19,,Pro,22,1078,12936,False,False,False,False,monthly,True,0
S-27ab7f,A-dcc2f0,2023-12-23,,Basic,25,475,5700,False,False,False,False,annual,True,0
S-1319ac,A-e3bd71,2024-06-02,,Basic,91,1729,20748,False,False,False,False,annual,True,0
S-56ed05,A-bbc346,2024-12-24,,Pro,19,0,0,True,False,True,False,annual,True,0
S-23a6c5,A-dfbd31,2023-12-31,,Enterprise,24,0,0,True,False,False,False,monthly,True,0
S-934bd4,A-ccc747,2024-11-04,,Basic,16,304,3648,False,False,False,False,annual,True,0
S-c59d50,A-7a0d69,2024-07-21,,Basic,40,0,0,True,False,False,False,monthly,False,0
S-c7c366,A-9208f0,2023-07-11,,Enterprise,38,0,0,True,False,False,False,monthly,True,0
S-c1d6cf,A-dcc2f0,2024-01-15,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,0
S-1f149a,A-5a3eb9,2024-08-18,,Pro,21,1029,12348,False,False,False,False,annual,True,0
S-7b3464,A-c16101,2024-09-17,,Enterprise,7,1393,16716,False,False,True,False,annual,False,0
S-ea3c2c,A-d792a6,2023-05-31,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,0
S-d90f5e,A-bd4513,2024-12-15,2024-12-22,Basic,50,950,11400,False,False,False,True,annual,True,0
S-a5d949,A-e19ff6,2024-08-11,,Enterprise,2,0,0,True,False,False,False,annual,False,0
S-1bdc35,A-bcf87c,2024-10-28,,Basic,10,190,2280,False,False,False,False,monthly,True,0
S-cdfe99,A-296d7c,2024-11-26,,Pro,6,294,3528,False,False,False,False,annual,True,0
S-e11518,A-3ce5b8,2023-12-15,,Pro,189,9261,111132,False,False,False,False,annual,True,0
S-d61475,A-89ee83,2024-12-20,,Basic,3,57,684,False,True,False,False,monthly,True,0
S-d1a6c6,A-443b7c,2024-12-26,2024-12-29,Basic,17,323,3876,False,False,False,True,monthly,False,0
S-22cbb3,A-92a3af,2024-10-30,,Pro,77,3773,45276,False,False,True,False,monthly,False,0
S-5313fa,A-e40f45,2024-05-17,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,0
S-d8fa45,A-5a215a,2024-10-18,,Basic,87,1653,19836,False,False,False,False,monthly,True,0
S-c87391,A-fe79a5,2024-12-08,,Pro,9,0,0,True,False,False,False,monthly,True,0
S-a9952f,A-0aaf6e,2024-08-18,,Pro,11,0,0,True,False,False,False,monthly,True,0
S-ff1b11,A-dcc2f0,2024-11-30,,Basic,32,608,7296,False,False,False,False,annual,False,0
S-44483e,A-bbc346,2024-09-30,2024-10-22,Enterprise,19,0,0,True,False,True,True,monthly,True,0
S-23d802,A-ad64c6,2024-07-24,,Basic,54,0,0,True,False,False,False,monthly,True,0
S-d5ac8c,A-ef84cf,2024-05-22,,Enterprise,34,6766,81192,False,False,False,False,annual,True,0
S-9f57f5,A-96e141,2024-05-04,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,0
S-a82473,A-fda07f,2024-09-12,,Enterprise,16,3184,38208,False,False,False,False,annual,True,0
S-caca4f,A-e83938,2024-12-06,,Basic,54,1026,12312,False,False,False,False,annual,False,0
S-f7f6d7,A-425e76,2024-05-07,,Basic,14,266,3192,False,False,False,False,monthly,True,0
S-ca1cb9,A-5a215a,2024-09-16,2024-11-13,Enterprise,87,17313,207756,False,False,False,True,annual,False,0
S-3baf90,A-5a3eb9,2024-06-19,,Basic,40,760,9120,False,False,False,False,annual,False,0
S-3110d9,A-692f18,2024-08-20,,Enterprise,17,3383,40596,False,False,True,False,annual,False,0
S-fc2bf2,A-f3ff05,2024-08-01,,Basic,28,532,6384,False,False,False,False,monthly,True,0
S-fccc09,A-1f0ac7,2024-12-20,,Pro,24,1176,14112,False,True,False,False,monthly,True,0
S-19858e,A-92a3af,2024-09-17,,Pro,30,1470,17640,False,False,True,False,annual,True,0
S-f50851,A-c58f49,2024-11-07,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,0
S-89e98a,A-c222ab,2024-12-27,,Pro,32,1568,18816,False,False,False,False,monthly,True,0
S-7151d9,A-eb7c38,2024-04-12,,Basic,102,1938,23256,False,True,False,False,annual,True,0
S-d66d63,A-6c093d,2023-08-25,,Pro,13,637,7644,False,False,False,False,annual,True,0
S-6cfb27,A-a8d89d,2024-09-29,,Basic,13,247,2964,False,False,False,False,monthly,True,0
S-37a280,A-40906c,2024-05-28,,Basic,92,0,0,True,False,False,False,monthly,True,0
S-864157,A-039727,2024-12-15,,Pro,25,1225,14700,False,False,False,False,annual,True,0
S-67da25,A-5a92e7,2024-07-22,,Basic,7,133,1596,False,False,False,False,annual,True,0
S-49b0da,A-fe79a5,2024-11-14,,Enterprise,9,1791,21492,False,False,False,False,annual,True,0
S-765100,A-b7ef83,2024-06-29,,Basic,43,817,9804,False,False,False,False,monthly,True,0
S-62fb8e,A-ef84cf,2024-03-12,,Enterprise,8,0,0,True,False,False,False,monthly,True,0
S-3e0382,A-425e76,2024-05-24,,Basic,27,513,6156,False,False,False,False,monthly,True,0
S-fc4ac6,A-ac14bb,2024-02-22,2024-06-13,Basic,21,399,4788,False,False,False,True,monthly,True,0
S-816354,A-186a44,2024-05-20,,Pro,20,0,0,True,False,False,False,monthly,True,0
S-2fd486,A-18793f,2024-12-29,,Pro,148,7252,87024,False,False,False,False,annual,True,0
S-b0e621,A-ced9aa,2024-11-23,,Pro,3,147,1764,False,False,False,False,monthly,True,0
S-326577,A-fda07f,2024-09-22,,Basic,7,133,1596,False,False,False,False,annual,True,0
S-26deeb,A-8adedc,2024-09-07,,Pro,68,3332,39984,False,False,False,False,annual,True,0
S-59c612,A-aa9511,2023-10-25,,Basic,23,437,5244,False,False,False,False,monthly,True,0
S-d933e7,A-fdfc91,2024-03-31,,Pro,29,1421,17052,False,False,False,False,monthly,True,0
S-8c9649,A-c9bb3e,2024-09-30,,Pro,10,490,5880,False,False,False,False,monthly,False,0
S-d19216,A-17939a,2024-12-28,2024-12-29,Basic,86,1634,19608,False,False,False,True,monthly,True,0
S-a54381,A-149a69,2024-12-05,,Basic,34,646,7752,False,False,False,False,monthly,False,0
S-e5bed6,A-05f0e5,2024-11-23,,Pro,58,2842,34104,False,False,False,False,annual,True,0
S-8eff6d,A-9b9fe9,2023-11-20,,Pro,9,441,5292,False,False,True,False,annual,True,0
S-c287ef,A-6dee43,2024-07-29,,Basic,23,437,5244,False,False,False,False,annual,False,0
S-83e7bb,A-781cc0,2024-10-09,,Pro,16,0,0,True,True,False,False,annual,True,0
S-5fea89,A-2e3bad,2023-08-19,,Enterprise,61,12139,145668,False,False,False,False,monthly,True,0
S-918151,A-855a48,2024-05-29,,Enterprise,27,5373,64476,False,False,False,False,annual,False,0
S-742e23,A-aa9511,2024-06-23,,Pro,23,1127,13524,False,False,False,False,annual,True,0
S-0fc93f,A-5fe118,2024-12-04,,Basic,39,741,8892,False,False,False,False,annual,False,0
S-ad1e4a,A-d3c88e,2024-11-01,,Basic,16,0,0,True,True,False,False,monthly,True,0
S-f25e72,A-66224b,2024-11-13,,Pro,92,4508,54096,False,False,False,False,annual,True,0
S-4f81c2,A-ed510f,2024-09-18,,Pro,42,2058,24696,False,False,False,False,monthly,False,0
S-5f5b36,A-d42431,2024-08-26,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,0
S-e5c35c,A-66224b,2024-11-27,,Enterprise,92,18308,219696,False,False,False,False,monthly,True,0
S-eff39c,A-118f1c,2024-10-31,,Enterprise,32,6368,76416,False,False,False,False,annual,True,0
S-a09141,A-e3bd71,2023-04-03,,Enterprise,31,6169,74028,False,False,False,False,annual,False,0
S-19edee,A-55f257,2024-08-19,,Enterprise,21,4179,50148,False,False,False,False,monthly,False,0
S-9da0f3,A-1d5444,2024-05-13,,Enterprise,41,8159,97908,False,True,False,False,monthly,True,0
S-68adfa,A-7f29a7,2024-10-06,,Basic,41,0,0,True,False,False,False,monthly,True,0
S-6ace80,A-6f8ad2,2024-09-16,,Enterprise,7,1393,16716,False,False,False,False,monthly,True,0
S-c01d79,A-296d7c,2024-07-19,,Basic,24,0,0,True,False,False,False,monthly,True,0
S-f9d635,A-a1b80b,2024-03-11,,Enterprise,52,10348,124176,False,False,False,False,monthly,False,0
S-869bba,A-b9f5b1,2023-10-31,,Enterprise,15,0,0,True,False,False,False,annual,False,0
S-7c1eb9,A-d3c88e,2024-12-24,,Basic,21,399,4788,False,False,False,False,annual,False,0
S-1b713e,A-1d5444,2024-11-26,,Basic,24,0,0,True,True,False,False,annual,False,0
S-07734f,A-b7ef83,2024-11-20,,Basic,8,152,1824,False,False,False,False,annual,True,0
S-92f78a,A-6e08f3,2024-02-22,,Enterprise,11,2189,26268,False,False,False,False,monthly,True,0
S-155b3e,A-18793f,2024-12-19,,Enterprise,148,29452,353424,False,False,False,False,annual,False,0
S-691bff,A-9174e0,2024-12-27,,Basic,37,703,8436,False,False,False,False,annual,False,0
S-5ddf8d,A-7f6b86,2024-12-06,,Basic,45,855,10260,False,False,False,False,annual,True,0
S-57019e,A-ad296b,2024-07-23,,Pro,38,0,0,True,False,False,False,annual,True,0
S-88c79e,A-e3bd71,2024-02-18,2024-04-29,Enterprise,31,6169,74028,False,False,False,True,monthly,True,0
S-3fa87d,A-81edc3,2023-11-13,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0
S-96e3e8,A-d3c88e,2024-12-10,,Basic,16,304,3648,False,True,False,False,monthly,True,0
S-7b65f4,A-7f29a7,2024-11-07,2024-12-02,Basic,41,779,9348,False,False,False,True,monthly,False,0
S-a3300f,A-81edc3,2024-12-16,,Enterprise,5,995,11940,False,False,False,False,annual,True,0
S-43b6e9,A-bbc346,2024-12-13,,Enterprise,27,5373,64476,False,False,False,False,monthly,True,0
S-88d746,A-0aaf6e,2024-12-26,,Enterprise,18,3582,42984,False,False,False,False,monthly,True,0
S-3d0e5c,A-dcc2f0,2023-11-22,,Enterprise,19,0,0,True,False,False,False,monthly,True,0
S-519509,A-1ac5e0,2024-11-15,,Basic,33,627,7524,False,False,False,False,annual,False,0
S-8b9deb,A-6c093d,2024-09-12,2024-11-01,Pro,7,343,4116,False,False,False,True,monthly,True,0
S-31178d,A-b7ef83,2024-06-29,,Pro,26,1274,15288,False,False,False,False,annual,True,0
S-021985,A-66224b,2024-12-22,2024-12-30,Enterprise,92,18308,219696,False,False,False,True,monthly,False,0
S-6956dc,A-40906c,2024-06-06,,Pro,92,4508,54096,False,False,False,False,annual,True,0
S-8e7d28,A-7f6b86,2024-07-05,,Pro,45,0,0,True,False,False,False,monthly,True,0
S-3128b4,A-30b4ca,2024-05-27,,Enterprise,86,17114,205368,False,False,False,False,monthly,False,0
S-09ada1,A-87aa7b,2024-11-23,,Basic,24,456,5472,False,False,False,False,annual,True,0
S-dbcf87,A-a8d89d,2024-09-26,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,0
S-50815c,A-e3bd71,2024-01-11,,Basic,31,589,7068,False,False,False,False,monthly,True,0
S-180b6c,A-f3ff05,2024-12-02,,Basic,30,570,6840,False,False,False,False,monthly,True,0
S-cb3c72,A-69b156,2024-06-16,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,0
S-2f7250,A-3ce5b8,2024-03-05,,Pro,36,1764,21168,False,False,False,False,monthly,True,0
S-0e9f04,A-7c83a1,2024-05-24,,Enterprise,12,2388,28656,False,False,False,False,monthly,True,0
S-f15008,A-0aaf6e,2024-12-07,2024-12-15,Pro,12,588,7056,False,False,False,True,annual,False,0
S-c76699,A-f9cc74,2024-11-26,,Basic,30,570,6840,False,False,False,False,monthly,False,0
S-ede618,A-463db0,2024-12-15,,Pro,15,735,8820,False,False,False,False,annual,True,0
S-faee8b,A-56962b,2024-05-15,,Pro,163,0,0,True,False,False,False,monthly,False,0
S-9bb9da,A-0be015,2024-12-24,,Pro,26,0,0,True,False,False,False,monthly,True,0
S-913134,A-bbc346,2024-11-29,,Basic,40,760,9120,False,False,False,False,monthly,True,0
S-75fe32,A-3793ee,2024-03-13,,Pro,49,2401,28812,False,False,False,False,annual,True,0
S-4dae4f,A-6e08f3,2024-05-09,,Enterprise,20,3980,47760,False,False,False,False,monthly,True,0
S-5bc71c,A-d77f4c,2023-10-24,2024-02-19,Basic,8,152,1824,False,False,False,True,monthly,True,0
S-b39049,A-4e44e8,2024-11-08,,Pro,18,0,0,True,False,False,False,monthly,True,0
S-802cc6,A-eafc6e,2023-11-15,,Enterprise,34,6766,81192,False,False,False,False,annual,True,0
S-52699f,A-df10db,2023-08-25,2024-12-03,Basic,14,266,3192,False,False,False,True,monthly,True,0
S-91c435,A-dfbd31,2024-12-09,,Basic,14,266,3192,False,False,False,False,monthly,True,0
S-2aafa6,A-bbc346,2024-10-03,,Enterprise,19,3781,45372,False,False,False,False,annual,True,0
S-615537,A-7f4db3,2024-03-30,,Pro,16,784,9408,False,False,False,False,annual,True,0
S-fc8463,A-4e44e8,2024-10-16,,Basic,10,190,2280,False,False,False,False,annual,True,0
S-7b3fd3,A-5a92e7,2024-07-08,2024-10-15,Enterprise,4,796,9552,False,False,False,True,annual,True,0
S-8b345c,A-c43359,2024-12-10,,Pro,38,0,0,True,False,True,False,monthly,True,0
S-6ee525,A-9badbd,2024-09-05,,Enterprise,23,4577,54924,False,False,False,False,annual,True,0
S-5f2554,A-81edc3,2023-11-07,,Pro,12,588,7056,False,False,False,False,monthly,False,0
S-37b367,A-a8d89d,2024-09-17,,Basic,13,247,2964,False,False,False,False,annual,True,0
S-4e4ab7,A-eb1312,2024-10-08,,Basic,25,475,5700,False,False,False,False,monthly,False,0
S-cfca40,A-7d514c,2024-04-01,,Enterprise,34,6766,81192,False,False,False,False,monthly,True,0
S-ab212b,A-f1f639,2024-01-16,,Basic,2,38,456,False,True,False,False,monthly,True,0
S-add36b,A-e3bd71,2024-03-20,,Enterprise,31,6169,74028,False,True,True,False,monthly,True,0
S-54a3ed,A-f446b6,2024-07-21,,Pro,5,245,2940,False,False,False,False,monthly,True,0
S-77c22b,A-6c093d,2024-03-13,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0
S-2ae5d8,A-c9bb3e,2024-06-08,,Pro,5,245,2940,False,False,False,False,monthly,True,0
S-bc736c,A-d49cc5,2024-09-28,,Basic,50,950,11400,False,False,False,False,monthly,True,0
S-1b7677,A-ced9aa,2024-12-04,2024-12-20,Enterprise,6,1194,14328,False,False,False,True,annual,True,0
S-b8d2f6,A-17939a,2024-12-28,2024-12-30,Basic,19,0,0,True,False,False,True,monthly,True,0
S-708ac6,A-ab438f,2024-10-23,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,0
S-3b5031,A-dcc2f0,2024-03-13,,Pro,22,1078,12936,False,True,False,False,annual,True,0
